Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US06099,6099,"Stanislaus County, California",2010,98598,3087,74469,3146,2506,719,5041,1233,10640,1341,9310,1408,10808,1934,7888,1344,5286,1070,8899,1501,13836,1828,255,325,24129,1958,9070,1382,5337,1063,2515,681,2049,679,1203,560,868,391,451,360,1050,443,1238,505,348,237
0500000US06101,6101,"Sutter County, California",2010,17958,1234,12676,1240,537,335,1165,551,2176,662,1643,590,1405,533,997,414,464,345,1050,390,3214,840,25,44,5282,951,2251,614,1178,391,525,331,302,214,74,89,88,121,201,208,91,151,496,394,76,99
0500000US06107,6107,"Tulare County, California",2010,75913,2391,54406,2597,2651,658,4982,977,8804,1416,6325,1234,6379,1360,6274,1356,3721,1050,5595,1040,9435,1495,240,201,21507,1851,9725,1305,3953,766,2394,629,1293,452,725,321,444,287,254,195,968,478,1419,580,332,272
0500000US06111,6111,"Ventura County, California",2010,170124,4279,129346,4108,4664,1016,9312,1666,17922,1860,16458,2054,17914,2063,12511,1582,10667,1689,12957,1870,26349,2726,592,348,40778,2570,18437,1701,6286,1142,4647,1098,2974,782,1832,519,1876,686,513,392,862,328,2644,743,707,355
0500000US06113,6113,"Yolo County, California",2010,37863,2183,27412,2175,963,395,2206,737,4826,934,4234,945,3676,754,3171,908,1950,641,2565,708,3821,1014,0,294,10451,1252,5703,1011,1611,536,1001,424,807,496,255,222,107,133,121,145,431,267,234,208,181,199
0500000US06115,6115,"Yuba County, California",2010,14982,1451,10881,1181,533,363,961,513,1839,690,1331,581,1717,648,835,491,583,368,856,514,2226,854,0,294,4101,928,1767,521,728,478,465,422,314,226,148,187,106,137,313,324,20,37,147,201,93,119
0500000US06001,6001,"Alameda County, California",2011,289222,5684,222697,5513,9861,1506,15580,1901,28759,2598,36624,2908,30681,2380,20442,2165,15979,1837,23154,2583,40948,3156,669,409,66525,3269,31936,2462,11560,1418,5960,1303,3774,794,3142,884,2157,733,1178,526,2343,696,3534,791,941,636
0500000US06007,6007,"Butte County, California",2011,48746,2448,31909,2586,907,460,2165,810,4821,1146,5421,1281,3900,1142,3345,1036,1522,636,3002,928,6503,1183,323,260,16837,1758,6839,1133,2661,702,2030,660,1142,531,1123,438,867,451,415,285,289,212,1392,642,79,101
0500000US06013,6013,"Contra Costa County, California",2011,246590,5513,190712,5751,6653,1433,15132,2026,23647,2817,29664,2911,24387,2436,22144,2748,17020,2163,17445,2311,33754,3330,866,469,55878,3863,22910,2625,9554,1363,5795,1232,4887,1279,2982,1123,1697,774,1063,465,1764,756,4929,1273,297,179
0500000US06017,6017,"El Dorado County, California",2011,48985,2549,36227,2414,872,414,3409,909,3620,990,5249,1192,5275,1311,3150,879,1652,682,4699,1155,8147,1468,154,191,12758,1527,4575,797,1641,556,1933,658,1064,465,895,403,828,485,336,259,187,158,877,571,422,389
0500000US06019,6019,"Fresno County, California",2011,155609,4439,114643,4274,4204,1110,10001,1151,16342,1909,18607,1919,14724,1868,12588,1587,7277,1321,10203,1605,20127,2388,570,348,40966,2656,17583,1850,8007,995,4823,1120,2901,799,1689,524,968,378,887,394,1945,723,1563,489,600,336
0500000US06023,6023,"Humboldt County, California",2011,28459,1875,17122,1643,1110,391,983,367,1851,522,2264,630,3132,803,1579,560,1499,600,1163,536,3437,922,104,126,11337,1180,4525,797,1761,537,1811,664,543,268,483,263,371,264,352,254,226,182,1211,528,54,45
0500000US06025,6025,"Imperial County, California",2011,27172,1553,19365,1523,879,470,1681,581,2947,787,3060,884,2423,795,1329,551,1189,692,2850,814,2715,753,292,294,7807,1103,3385,871,1799,687,964,405,327,215,293,195,68,85,124,136,177,176,608,375,62,71
0500000US06029,6029,"Kern County, California",2011,144094,4352,104141,4124,5159,1081,10536,1713,17140,2234,14664,1821,12877,1660,9199,1212,8075,1846,9298,1561,16405,2190,788,583,39953,2587,17578,1815,6853,1169,4546,1073,2244,572,2095,676,1749,679,1228,486,796,462,2318,796,546,326
0500000US06031,6031,"Kings County, California",2011,22822,1448,16974,1521,1307,620,1508,625,2520,725,2167,818,3369,831,983,481,1092,558,1415,544,2517,948,96,120,5848,891,3142,734,932,374,423,267,240,153,201,185,223,285,160,169,105,112,317,179,105,104
0500000US06033,6033,"Lake County, California",2011,16839,1362,9855,1411,54,94,637,371,1103,509,1809,715,1260,525,1072,516,523,425,656,433,2678,903,63,106,6984,1069,2559,720,888,438,1661,680,610,405,381,229,131,107,59,99,414,315,281,231,0,208
0500000US06037,6037,"Los Angeles County, California",2011,1482011,12100,1126864,11396,40387,2918,75644,3716,123960,5823,143649,6223,132132,5582,116443,5572,90897,4442,117489,4720,279794,8358,6469,1258,355147,8018,155198,5619,61337,3125,37661,2563,25188,1813,16742,1922,10216,1362,7574,1189,10074,1617,26185,2219,4972,1099
0500000US06039,6039,"Madera County, California",2011,24738,1996,16427,1984,661,381,1096,518,1527,484,2038,684,2400,856,2555,925,966,450,1830,738,2934,910,420,393,8311,1049,3909,936,2325,750,579,424,447,308,326,239,61,108,161,181,54,88,398,240,51,86
0500000US06041,6041,"Marin County, California",2011,60453,2759,43474,2667,1855,631,3046,917,4709,858,6561,1359,5184,984,4115,937,2854,897,4181,1033,10602,1699,367,276,16979,1497,7347,1077,2914,766,1584,739,1815,635,475,278,730,415,363,256,251,227,1286,505,214,193
0500000US06045,6045,"Mendocino County, California",2011,20447,1648,11224,1578,301,237,723,533,763,362,1611,732,1373,559,819,418,430,298,2104,795,3100,1017,0,208,9223,1306,3258,900,1388,581,1300,510,767,459,425,329,532,403,217,194,279,180,749,383,308,234
0500000US06047,6047,"Merced County, California",2011,38880,2463,28126,2290,1006,474,2566,758,4747,1274,3752,903,3376,821,2307,786,1911,668,3378,1026,4717,964,366,314,10754,1144,4801,805,1968,666,1169,538,790,341,632,350,425,331,246,172,242,200,262,182,219,198
0500000US06053,6053,"Monterey County, California",2011,58668,2648,41893,2536,1353,512,3395,918,5043,1020,4702,1013,6780,1394,3750,849,3213,851,4999,1056,8417,1210,241,187,16775,1494,7897,1227,3098,809,1365,520,1167,567,1154,551,526,365,168,155,350,254,909,370,141,115
0500000US06055,6055,"Napa County, California",2011,27183,1774,19241,1788,1220,608,1409,415,2502,788,2405,801,2844,711,1538,576,1056,464,2776,854,3341,756,150,185,7942,1003,3688,716,1067,435,861,463,452,285,571,350,333,284,38,65,384,341,509,296,39,66
0500000US06057,6057,"Nevada County, California",2011,30219,2173,21607,2023,564,410,958,460,2381,694,2697,793,3372,804,2364,912,1117,458,2370,822,5596,1328,188,314,8612,1050,2804,630,1196,414,1568,621,705,415,354,265,630,349,91,110,428,239,653,471,183,189
0500000US06059,6059,"Orange County, California",2011,581991,6072,443304,6618,15628,1717,36176,3108,56764,4118,61963,3451,56354,3964,46184,3336,30117,2541,43251,3283,94449,3969,2418,695,138687,3984,65211,3317,23544,2362,15211,1720,8906,1252,5639,1112,3261,799,2525,677,3684,901,8576,1195,2130,622
0500000US06061,6061,"Placer County, California",2011,94614,3282,70800,3486,2399,933,4994,1312,9077,1525,11459,2237,10354,1740,6574,1510,6001,1488,7040,1659,12468,1934,434,289,23814,2215,7815,1300,5261,1360,1935,674,1930,643,1576,691,823,489,595,558,1500,714,2019,782,360,357
0500000US06065,6065,"Riverside County, California",2011,451415,7857,337651,8577,8845,1644,24959,2972,37850,4168,47208,4652,40345,3358,39474,4101,26723,3652,33416,2944,76859,5640,1972,769,113764,5528,38384,3173,21955,3064,14354,2054,8949,1601,6685,1407,4927,1050,2952,1049,4434,988,9647,1929,1477,604
0500000US06067,6067,"Sacramento County, California",2011,286161,6945,217036,6261,6652,1188,19167,2064,28396,2942,34382,3441,29236,2623,25242,2735,15091,1918,20182,2530,37602,3488,1086,508,69125,3670,29274,2588,14227,1887,8294,1455,4065,862,3682,853,1929,657,1280,496,1533,687,4058,872,783,445
0500000US06071,6071,"San Bernardino County, California",2011,381133,7803,292309,7745,8422,1632,22075,3197,35135,3712,42911,4118,41563,4546,31219,3579,19731,2528,29341,3637,58248,4762,3664,1491,88824,4403,36685,3317,15348,2149,10605,1950,6667,1752,4100,1073,2760,836,1303,614,3047,1247,5877,1449,2432,1036
0500000US06073,6073,"San Diego County, California",2011,565447,6512,427532,6778,12655,1461,30213,2644,52702,3672,60537,4220,55824,3404,42301,3196,31024,2577,43199,3237,89974,4366,9103,1789,137915,4071,62943,3384,24414,1954,14230,1649,9098,1564,4542,786,3980,972,3105,815,4736,1116,9048,1446,1819,705
0500000US06075,6075,"San Francisco County, California",2011,123681,4286,87602,4114,3185,918,9287,1595,10351,1459,10763,1686,7670,1288,8670,1444,7430,1199,8144,1159,21776,2508,326,207,36079,2878,15455,1794,7118,1245,3193,901,2667,755,1347,518,1404,692,696,398,624,365,3088,963,487,432
0500000US06077,6077,"San Joaquin County, California",2011,124893,3875,92654,3663,2613,950,8477,1495,10477,1481,14073,2048,11715,1994,7949,1668,6362,1212,10851,1881,19424,2188,713,483,32239,2262,13213,1493,6613,1263,3795,796,1696,705,1813,586,1125,588,856,582,536,264,2235,745,357,263
0500000US06079,6079,"San Luis Obispo County, California",2011,56773,2117,37595,1951,1331,566,1818,562,4344,918,5713,1281,5408,869,4713,1048,2096,654,4303,1284,7749,1414,120,160,19178,1592,8427,1212,3317,772,2329,862,1028,371,893,416,397,201,286,266,1119,631,1231,503,151,179
0500000US06081,6081,"San Mateo County, California",2011,150930,3851,111295,3709,5632,1188,9224,1347,14642,1628,15028,1532,14124,1625,9192,1463,8765,1448,11100,1699,23128,2315,460,265,39635,2154,18077,1692,7742,1171,4756,917,3167,879,886,392,1186,448,856,384,655,351,1953,581,357,292
0500000US06083,6083,"Santa Barbara County, California",2011,71387,2527,49518,2347,1660,552,3906,950,5615,837,6120,1073,7141,1261,5615,1027,2648,736,5027,1042,11288,1636,498,311,21869,1656,9852,1250,3312,692,2986,742,1557,492,718,335,547,390,447,363,576,282,1623,652,251,195
0500000US06085,6085,"Santa Clara County, California",2011,343742,4867,257329,5700,10541,1347,24276,2186,35960,2640,40365,2875,30306,2471,26741,2359,19098,2241,23391,2092,45497,3357,1154,669,86413,4469,42994,3327,14583,1574,8691,1250,6005,1113,3356,800,2113,648,1620,641,1903,574,4491,1141,657,329
0500000US06087,6087,"Santa Cruz County, California",2011,54319,2402,38380,2463,1439,598,1519,466,5142,1025,6101,1221,4814,977,4136,823,2702,775,4247,1065,8013,1395,267,179,15939,1488,5982,1010,2997,677,1795,722,1649,585,609,421,535,285,27,44,370,239,1749,629,226,205
0500000US06089,6089,"Shasta County, California",2011,45256,1976,28355,2012,573,323,2269,762,5236,1302,5003,919,3469,1001,2401,710,2474,742,2387,738,4524,1249,19,32,16901,1352,6113,1269,2909,678,2343,711,1763,566,1060,614,532,303,242,250,428,255,1286,452,225,172
0500000US06095,6095,"Solano County, California",2011,85648,3209,65924,3447,2582,735,4984,1181,8900,1550,9655,1364,8537,1412,7313,1284,5550,1151,5738,1007,12584,1695,81,99,19724,1713,10345,1312,3641,874,2165,726,739,421,341,265,792,456,291,184,168,117,1025,504,217,191
0500000US06097,6097,"Sonoma County, California",2011,107486,3552,77308,3439,3273,1019,4815,972,11609,1763,10092,1534,10383,1668,9356,1548,4719,954,6962,1288,15371,1648,728,650,30178,2366,11213,1401,5077,990,3908,956,1935,631,1886,661,1059,458,676,337,1453,662,2453,762,518,367
0500000US06099,6099,"Stanislaus County, California",2011,97147,3225,70083,3299,2132,761,4825,1014,8826,1615,9532,1684,10206,1271,7021,1174,4649,1054,7308,1441,14901,1984,683,493,27064,2203,10703,1473,4737,855,3317,964,1490,581,1178,486,1000,437,838,537,1018,467,2196,706,587,328
0500000US06101,6101,"Sutter County, California",2011,19872,1433,14799,1495,627,398,1042,505,2061,677,3236,895,1705,817,1929,697,1055,543,621,298,2523,809,0,208,5073,874,2123,635,1213,523,433,254,435,342,273,170,98,89,38,70,351,272,71,79,38,58
0500000US06107,6107,"Tulare County, California",2011,76347,2682,55841,2960,2623,767,5772,1009,8269,1521,6682,1357,8450,1693,4760,1062,4880,1436,4689,1044,9550,1367,166,149,20506,1662,8639,1236,3665,858,2560,725,1761,642,640,297,744,413,458,250,490,336,1193,574,356,286
0500000US06111,6111,"Ventura County, California",2011,173534,3760,137331,3697,4076,872,12156,1597,19719,2273,19617,2438,17752,2028,13501,1843,11304,1691,11537,1569,27347,2311,322,174,36203,2407,14994,1340,6520,1144,3549,812,2883,805,1183,491,609,262,911,355,1871,713,3182,895,501,336
0500000US06113,6113,"Yolo County, California",2011,37802,2312,28085,2016,866,404,2121,685,4721,950,6359,1421,3191,908,2540,859,1527,597,2010,900,4750,1251,0,208,9717,1290,4309,943,1656,615,1007,473,774,476,179,162,481,316,142,138,176,169,777,461,216,270
0500000US06115,6115,"Yuba County, California",2011,13324,1267,9935,1271,173,158,1009,650,1508,581,1240,502,1372,674,995,493,957,524,979,492,1665,548,37,63,3389,806,1404,563,364,262,387,210,327,246,326,318,122,124,33,59,105,98,264,226,57,92
0500000US06001,6001,"Alameda County, California",2012,286205,5284,216631,5040,10024,1215,22189,1920,32673,2280,35497,2276,27748,2122,20931,1763,17291,1853,17862,1678,31459,2543,957,329,69574,2779,31915,2132,14240,1366,6560,986,3682,780,2830,724,1974,606,1681,575,2290,748,3725,723,677,460
0500000US06007,6007,"Butte County, California",2012,50752,2105,32873,1951,1881,589,2966,779,5200,1112,4331,965,4906,1008,3058,803,2128,680,2271,783,5678,975,454,377,17879,1548,7867,1073,3121,801,2185,777,1116,736,789,348,780,488,517,298,177,148,1239,476,88,101
0500000US06013,6013,"Contra Costa County, California",2012,244208,4892,188950,4823,6266,956,19077,1862,27064,2049,29167,2623,24511,2273,20672,2257,12971,1642,15774,2113,33152,2682,296,211,55258,2983,23191,1923,10900,1656,5781,983,3109,807,2556,645,1406,470,2117,670,1308,591,4270,1018,620,342
0500000US06017,6017,"El Dorado County, California",2012,47733,1998,34327,2028,1504,592,2564,763,4764,962,5616,1066,4994,1089,3340,811,3057,709,2518,627,5970,1134,0,197,13406,1223,5419,866,1985,531,1693,611,1043,436,903,334,545,275,272,192,503,379,880,445,163,116
0500000US06019,6019,"Fresno County, California",2012,150354,3479,108864,3381,4996,997,10814,1679,17409,2155,16108,1854,12629,1556,10938,1464,8411,1206,8255,1398,18705,1994,599,284,41490,2673,17208,1779,8378,1096,4587,748,3665,846,1242,416,1714,502,414,244,1424,434,2529,871,329,203
0500000US06023,6023,"Humboldt County, California",2012,28072,1613,18483,1623,728,346,1502,571,1836,505,2408,707,2374,790,2522,717,1203,449,1754,655,3930,834,226,232,9589,1137,3997,684,2543,705,744,331,544,282,367,238,352,245,63,67,283,272,625,361,71,77
0500000US06025,6025,"Imperial County, California",2012,26517,1836,16895,1759,434,250,1481,553,2974,844,2478,694,2330,791,1576,577,1550,566,1241,542,2652,836,179,153,9622,1292,3507,793,1957,634,950,559,997,448,251,185,366,394,373,272,389,379,832,437,0,197
0500000US06029,6029,"Kern County, California",2012,147900,3817,106199,3836,6131,1237,11453,1702,19459,2253,15317,1967,13435,1830,9884,1528,6458,1182,7859,1586,15603,2284,600,544,41701,2502,18044,1894,7561,1142,4682,959,2710,725,2275,776,1306,581,743,423,1282,533,2321,914,777,338
0500000US06031,6031,"Kings County, California",2012,19777,1547,14255,1299,426,268,2012,636,2238,564,1999,602,2232,550,1121,510,938,443,745,350,2440,654,104,161,5522,855,3235,656,739,429,413,234,450,282,208,180,106,103,133,120,117,98,121,142,0,197
0500000US06033,6033,"Lake County, California",2012,15542,1557,9536,1552,78,127,844,556,1137,478,852,430,760,363,944,445,328,208,1324,565,3269,909,0,197,6006,1050,1911,585,1237,560,559,248,531,327,109,139,138,124,368,249,200,164,916,353,37,64
0500000US06037,6037,"Los Angeles County, California",2012,1481122,11896,1121835,11313,41331,2604,83779,4012,136401,4862,144746,4369,135897,4525,113383,5073,88309,3977,112228,3902,257753,7926,8008,1532,359287,6574,154274,5032,64167,3181,38673,2542,22005,1631,15892,1633,12102,1534,8481,1345,10976,1257,26380,2334,6337,1242
0500000US06039,6039,"Madera County, California",2012,24555,1669,16709,1707,825,396,1242,463,1907,660,2020,792,2223,657,2053,617,1206,607,1437,709,3512,971,284,379,7846,1074,3496,794,929,356,689,359,674,495,663,342,121,128,127,139,294,277,516,373,337,286
0500000US06041,6041,"Marin County, California",2012,63948,2193,45388,2349,3601,986,4357,969,6519,1224,5744,1063,5223,1074,3852,850,3001,827,3775,909,9280,1392,36,60,18560,1638,7982,1134,3030,860,2523,699,1368,551,853,492,578,328,353,277,364,295,1299,402,210,182
0500000US06045,6045,"Mendocino County, California",2012,18959,1278,10067,1151,381,249,944,403,1071,456,1516,544,1127,570,983,525,855,336,965,496,2225,603,0,197,8892,1049,4137,863,1401,363,1429,573,381,226,359,211,206,187,343,248,54,70,582,423,0,197
0500000US06047,6047,"Merced County, California",2012,40931,2532,30195,2247,1621,615,3226,913,5349,1090,4733,981,3721,899,2724,942,1697,528,2889,755,4195,1104,40,48,10736,1221,4437,818,2219,604,1573,450,332,210,97,119,297,248,313,262,140,107,1100,437,228,183
0500000US06053,6053,"Monterey County, California",2012,60584,2594,43257,2585,1716,630,3302,836,4473,1039,6986,1209,6033,960,4804,1097,3215,798,3949,1011,8543,1107,236,143,17327,1522,8013,1134,3104,774,1730,499,1599,539,695,314,486,299,235,180,591,315,789,427,85,136
0500000US06055,6055,"Napa County, California",2012,29220,1412,20187,1523,846,322,1727,559,2158,582,3180,725,3513,827,1584,460,1420,486,2104,567,3655,830,0,197,9033,884,3137,595,2090,483,1229,386,545,284,367,212,200,144,203,144,229,177,795,294,238,236
0500000US06057,6057,"Nevada County, California",2012,29567,1721,18485,1590,714,454,1682,593,2543,733,1758,637,2329,633,1585,667,1355,438,1565,580,4954,992,0,197,11082,1282,3975,805,2412,645,2112,686,582,429,512,287,450,284,391,271,343,297,261,197,44,74
0500000US06059,6059,"Orange County, California",2012,565956,6120,421483,6179,18432,1963,37722,2485,55646,3543,64900,3788,53336,3282,41727,3126,27091,2089,39494,2585,81855,3495,1280,551,144473,4170,70050,3231,23485,2074,13507,1342,9609,1499,5811,1216,3676,805,3134,745,4467,918,9376,1297,1358,569
0500000US06061,6061,"Placer County, California",2012,92455,2507,68641,2926,2807,767,5988,1125,8747,1406,12189,1553,8943,1349,7919,1294,5662,980,4668,793,11587,1518,131,127,23814,1876,8434,1140,4316,885,2767,667,2349,709,1427,489,1342,520,654,324,794,491,1509,697,222,165
0500000US06065,6065,"Riverside County, California",2012,442164,7580,325771,7640,9617,1327,25984,2490,42398,3167,50142,3337,41083,3290,31844,2719,25846,2808,33504,3247,62981,4265,2372,827,116393,4057,38293,2617,21987,1986,14108,1408,10621,1700,6743,1046,4323,1014,3370,872,4775,1151,9886,1421,2287,694
0500000US06067,6067,"Sacramento County, California",2012,289227,4852,221612,4903,7939,1146,23713,2244,34160,2429,33878,2773,31001,2586,23066,1736,13291,1626,17966,1938,34559,2873,2039,1005,67615,2866,32186,1942,12707,1406,5785,940,4578,909,3555,792,1506,627,1450,556,1333,418,3533,865,982,505
0500000US06071,6071,"San Bernardino County, California",2012,360060,6921,274681,6021,8892,1680,23319,2218,39388,3166,40796,2849,35452,2530,31140,2685,19551,2378,24301,2261,49072,3861,2770,1060,85379,3542,34164,2660,16080,1789,10554,1471,6090,1144,4458,892,1932,589,2514,701,2236,683,5456,1161,1895,744
0500000US06073,6073,"San Diego County, California",2012,573530,6642,429578,7221,14755,1585,32306,2633,54721,3515,64844,3820,51895,3303,45599,3537,31118,2508,42437,3306,81132,4591,10771,2223,143952,4180,64140,2937,25409,2203,13734,1461,9310,1296,7112,1224,4305,950,3008,893,4269,856,10952,1573,1713,565
0500000US06075,6075,"San Francisco County, California",2012,124739,4592,88407,3872,5462,1410,8890,1387,10025,1520,12159,1786,11396,1818,8391,1279,5434,1034,8436,1352,18094,2093,120,143,36332,2646,16492,1341,6536,1177,3692,1080,2135,652,1649,508,759,319,673,429,847,463,2759,857,790,352
0500000US06077,6077,"San Joaquin County, California",2012,121799,3621,89083,3470,3305,787,8755,1149,15215,2177,12907,1612,11281,1660,7793,1376,5754,1090,8992,1702,14291,1567,790,614,32716,2200,13493,1618,7116,1122,4102,870,2126,499,1422,445,722,345,1136,413,1131,449,993,444,475,290
0500000US06079,6079,"San Luis Obispo County, California",2012,56105,2277,37533,2272,1450,632,2770,647,4746,975,4794,997,5666,1091,4219,1064,4005,999,3421,823,6421,1109,41,69,18572,1472,8242,1305,3729,777,2000,586,1191,470,847,405,374,262,529,306,553,325,871,435,236,182
0500000US06081,6081,"San Mateo County, California",2012,148728,3608,107218,3665,5609,889,10794,1442,13580,1704,14896,1487,11067,1564,10378,1360,8827,1449,9535,1248,22217,1883,315,184,41510,2234,19168,1632,7355,953,3571,892,2782,809,2019,620,1681,609,986,373,767,360,2937,789,244,195
0500000US06083,6083,"Santa Barbara County, California",2012,73176,2449,49835,2294,2693,708,3994,870,5994,943,8208,1229,6790,1177,3738,866,3407,892,4292,953,10603,1442,116,137,23341,1847,10774,1292,4978,1045,2211,608,1206,495,627,330,384,207,477,254,423,265,2173,824,88,94
0500000US06085,6085,"Santa Clara County, California",2012,344484,5421,255233,5805,11732,1398,26242,2112,37048,2546,41449,2975,33578,2577,26363,2208,16472,1956,21828,2062,39670,2902,851,363,89251,3675,44159,2722,13674,1366,9648,1127,4613,955,3563,852,3212,817,1571,593,1845,504,5856,1256,1110,396
0500000US06087,6087,"Santa Cruz County, California",2012,52900,2407,38681,2537,1502,513,3237,718,4471,964,5904,1141,5159,1202,4190,1070,3127,700,4066,1073,6820,1184,205,207,14219,1393,6669,934,2385,564,1686,550,604,303,956,466,297,192,590,410,435,373,452,232,145,155
0500000US06089,6089,"Shasta County, California",2012,42265,1908,27251,1663,1029,370,3018,693,3357,765,5198,1028,4025,992,2304,483,1967,600,2122,685,4071,878,160,180,15014,1123,5713,846,2505,634,2396,658,1372,574,618,347,464,238,317,257,404,216,1161,454,64,88
0500000US06095,6095,"Solano County, California",2012,83408,2784,64835,2634,3049,791,5114,985,9680,1280,10675,1337,10661,1365,7273,1390,3434,786,5153,1037,9448,1368,348,276,18573,1508,9579,1074,3463,762,1731,605,786,344,591,405,284,183,205,124,899,435,834,353,201,161
0500000US06097,6097,"Sonoma County, California",2012,110476,3322,80697,2928,3314,764,6392,1070,11520,1398,11756,1487,10803,1497,7392,1184,5236,910,6807,992,16826,1869,651,363,29779,1878,12622,1376,5315,786,4016,864,1669,601,883,345,1150,454,396,282,863,335,2325,726,540,304
0500000US06099,6099,"Stanislaus County, California",2012,93081,2911,69968,2826,2201,570,6836,1068,9643,1436,10849,1733,9432,1220,6410,1155,5473,1104,6281,1279,12662,2009,181,154,23113,1490,9501,1230,5006,913,2808,769,1843,451,607,292,616,337,113,127,383,232,2005,571,231,227
0500000US06101,6101,"Sutter County, California",2012,18517,1200,12778,1307,630,334,1063,437,2143,686,1897,625,1987,734,1041,552,677,348,1345,467,1982,626,13,21,5739,839,2346,539,1098,457,735,400,237,209,180,157,146,133,86,116,230,173,510,345,171,195
0500000US06107,6107,"Tulare County, California",2012,75044,2700,52061,2960,2010,641,5492,1089,8015,1491,7692,1362,6332,1234,5024,1013,3575,986,4397,1146,9019,1229,505,421,22983,2086,9566,1175,5202,1090,2375,703,1581,548,1021,400,524,386,906,623,379,195,1257,484,172,121
0500000US06111,6111,"Ventura County, California",2012,172028,3950,133540,3838,5382,1069,12995,1492,18260,1996,19373,2055,16959,1775,13177,1602,10452,1552,14573,2098,21997,2187,372,249,38488,1963,17980,1735,6681,870,3879,883,2811,742,2096,627,965,388,785,365,682,290,2348,708,261,174
0500000US06113,6113,"Yolo County, California",2012,35683,1960,25818,1717,1545,469,2635,720,3929,845,4454,807,4128,1082,2229,828,1851,665,1982,683,3025,841,40,65,9865,1178,4885,890,2122,679,480,256,710,318,492,296,79,100,139,138,552,344,286,220,120,122
0500000US06115,6115,"Yuba County, California",2012,14671,1122,10375,1159,200,192,724,451,1599,739,2173,710,1506,584,1301,481,598,339,614,286,1660,649,0,197,4296,856,1825,647,579,296,712,397,146,137,189,182,110,137,318,323,163,197,234,181,20,36
0500000US06001,6001,"Alameda County, California",2013,288417,4698,217870,4957,13317,1295,23400,2067,35285,2512,33909,2710,27705,2178,21958,2016,15372,2078,14287,1657,31312,2537,1325,604,70547,3073,36133,2730,10569,1276,7804,1315,4506,990,2123,672,1875,598,1408,438,1763,636,3727,718,639,320
0500000US06007,6007,"Butte County, California",2013,48961,2379,30662,1997,1759,531,2926,671,5942,1042,4794,1050,3911,1053,2953,797,1889,561,2121,717,3879,833,488,381,18299,1689,7783,1201,3554,936,1574,443,1354,488,1068,471,466,285,629,393,502,299,1360,580,9,17
0500000US06013,6013,"Contra Costa County, California",2013,247289,4837,182194,4683,8369,1526,22437,2100,30780,2679,27284,2331,22655,2182,18423,1956,12507,2203,12583,1674,26607,2416,549,433,65095,3483,29950,2436,11038,1411,6870,977,3876,884,3730,985,1865,644,1353,460,1790,494,3991,850,632,376
