GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Worked in state of residence:,Margin of Error; Worked in state of residence:,Estimate; Worked in state of residence: - Worked in county of residence,Margin of Error; Worked in state of residence: - Worked in county of residence,Estimate; Worked in state of residence: - Worked outside county of residence,Margin of Error; Worked in state of residence: - Worked outside county of residence,Estimate; Worked outside state of residence,Margin of Error; Worked outside state of residence,"Estimate; Car, truck, or van - drove alone:","Margin of Error; Car, truck, or van - drove alone:","Estimate; Car, truck, or van - drove alone: - Worked in state of residence:","Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence:","Estimate; Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Estimate; Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Estimate; Car, truck, or van - drove alone: - Worked outside state of residence","Margin of Error; Car, truck, or van - drove alone: - Worked outside state of residence","Estimate; Car, truck, or van - carpooled:","Margin of Error; Car, truck, or van - carpooled:","Estimate; Car, truck, or van - carpooled: - Worked in state of residence:","Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence:","Estimate; Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Estimate; Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Estimate; Car, truck, or van - carpooled: - Worked outside state of residence","Margin of Error; Car, truck, or van - carpooled: - Worked outside state of residence",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Worked in state of residence:,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence:,Estimate; Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Estimate; Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Estimate; Public transportation (excluding taxicab): - Worked outside state of residence,Margin of Error; Public transportation (excluding taxicab): - Worked outside state of residence,Estimate; Walked:,Margin of Error; Walked:,Estimate; Walked: - Worked in state of residence:,Margin of Error; Walked: - Worked in state of residence:,Estimate; Walked: - Worked in state of residence: - Worked in county of residence,Margin of Error; Walked: - Worked in state of residence: - Worked in county of residence,Estimate; Walked: - Worked in state of residence: - Worked outside county of residence,Margin of Error; Walked: - Worked in state of residence: - Worked outside county of residence,Estimate; Walked: - Worked outside state of residence,Margin of Error; Walked: - Worked outside state of residence,"Estimate; Taxicab, motorcycle, bicycle, or other means:","Margin of Error; Taxicab, motorcycle, bicycle, or other means:","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence",Estimate; Worked at home,Margin of Error; Worked at home
6097,31/12/2009,222386,4457,222184,4467,185573,4550,36611,3087,202,196,165582,4513,165527,4517,137328,3990,28199,2993,55,92,24713,2904,24713,2904,18409,2665,6304,1310,0,294,4468,1174,4414,1173,2743,1082,1671,631,54,87,7347,1799,7347,1799,7150,1784,197,145,0,294,4529,1069,4436,1061,4196,1040,240,249,93,150,15747,1986
6099,31/12/2009,193642,4258,192856,4268,151259,4256,41597,2950,786,417,155083,4821,154775,4861,121213,4498,33562,2939,308,231,21409,2536,21283,2538,14700,2174,6583,1347,126,207,1557,702,1516,698,1183,665,333,213,41,64,3301,935,3301,935,3212,942,89,103,0,294,4302,1207,3991,1172,2961,936,1030,726,311,273,7990,1332
6101,31/12/2009,35808,1809,35734,1812,20241,2166,15493,1970,74,95,27453,1959,27379,1961,15473,1866,11906,1536,74,95,4877,1439,4877,1439,2036,934,2841,1069,0,294,594,463,594,463,71,121,523,442,0,294,869,460,869,460,723,438,146,151,0,294,460,336,460,336,383,323,77,110,0,294,1555,622
6107,31/12/2009,159921,5139,159333,5047,140513,5139,18820,2264,588,516,120893,4423,120573,4388,105793,4296,14780,1994,320,352,23056,2653,23056,2653,19524,2597,3532,929,0,294,1187,522,1187,522,1096,526,91,110,0,294,3486,1174,3343,1116,3209,1073,134,223,143,224,4695,2352,4570,2363,4287,2337,283,235,125,134,6604,1191
6111,31/12/2009,367501,5619,364987,5573,281024,6615,83963,4400,2514,1393,282924,6230,281626,6259,212351,6672,69275,3703,1298,1095,46243,3841,46243,3841,34236,3440,12007,2086,0,294,4252,1248,4093,1243,2216,849,1877,769,159,193,8486,1600,8451,1590,8226,1625,225,220,35,61,7000,1523,5978,1395,5399,1311,579,360,1022,648,18596,2219
6113,31/12/2009,86234,3444,86042,3432,54449,3544,31593,2601,192,188,59025,3871,58833,3860,32310,3428,26523,2487,192,188,10598,1877,10598,1877,7222,1558,3376,1163,0,294,3064,1004,3064,1004,1738,910,1326,815,0,294,2017,787,2017,787,1895,784,122,155,0,294,7882,1502,7882,1502,7636,1461,246,222,0,294,3648,1020
6001,31/12/2010,678334,9174,675277,9220,460244,9267,215033,6904,3057,889,453968,10111,452738,10131,317781,8620,134957,5616,1230,559,73280,4848,72836,4822,41190,3789,31646,3235,444,377,73343,5113,73081,5144,28663,3163,44418,3580,262,220,21839,3368,21609,3367,20413,3307,1196,526,230,160,15652,2220,14761,2204,11945,1771,2816,1216,891,384,40252,3780
6007,31/12/2010,83746,3503,83252,3526,76080,3797,7172,1403,494,455,60020,3462,59624,3467,53986,3478,5638,1210,396,427,12874,1971,12874,1971,11411,1871,1463,677,0,294,970,874,970,874,970,874,0,294,0,294,2463,946,2365,944,2365,944,0,294,98,172,3045,1220,3045,1220,2974,1212,71,114,0,294,4374,884
6013,31/12/2010,463732,8849,461630,8732,276776,8864,184854,7968,2102,760,321362,7521,321001,7483,200923,7945,120078,6155,361,265,58108,4410,57718,4410,30324,3352,27394,3066,390,355,40951,3689,40624,3738,6312,1420,34312,3266,327,327,6432,1333,6164,1323,5914,1320,250,236,268,251,8134,1588,7378,1481,4558,1345,2820,772,756,432,28745,3527
6017,31/12/2010,76915,3479,72726,3813,41635,3047,31091,3037,4189,1410,60721,3296,58193,3361,31671,2565,26522,2711,2528,950,7392,1708,6335,1524,2819,931,3516,1254,1057,826,1580,810,1262,702,337,355,925,585,318,327,1422,722,1422,722,1422,722,0,294,0,294,1013,602,727,519,599,486,128,151,286,268,4787,1160
6019,31/12/2010,346889,7208,345700,7189,320109,7453,25591,3030,1189,655,267903,7795,267398,7844,245820,7836,21578,2655,505,328,35354,3692,35071,3598,32381,3522,2690,991,283,284,4786,1674,4786,1674,4663,1687,123,148,0,294,9196,1878,8879,1829,8372,1834,507,418,317,304,15427,3083,15343,3072,14650,2917,693,585,84,97,14223,2478
6025,31/12/2010,54001,2464,52339,2542,49843,2503,2496,923,1662,779,44672,2416,43689,2455,41860,2364,1829,798,983,464,5701,1407,5223,1256,4556,1141,667,517,478,596,478,316,336,245,336,245,0,294,142,218,288,254,288,254,288,254,0,294,0,294,696,479,637,474,637,474,0,294,59,90,2166,770
6029,31/12/2010,301281,6358,300011,6295,280884,5776,19127,2501,1270,673,226250,6481,225492,6334,211117,5890,14375,2273,758,517,47409,4161,47096,4185,42998,4076,4098,1346,313,400,2974,1125,2974,1125,2749,1085,225,224,0,294,7210,2634,7119,2642,7119,2642,0,294,91,104,7026,1889,6918,1894,6489,1933,429,438,108,142,10412,1803
6037,31/12/2010,4283494,22485,4267271,22465,3970742,23155,296529,9677,16223,1944,3082024,21719,3072990,21797,2828348,23133,244642,8379,9034,1501,464076,11329,462330,11161,421351,10840,40979,4551,1746,646,308797,12061,307624,12213,302615,11914,5009,1313,1173,497,124342,6544,123822,6566,122502,6499,1320,595,520,298,89011,5374,85261,5132,80682,4924,4579,1163,3750,1084,215244,8908
6041,31/12/2010,117025,3523,115978,3526,73769,3813,42209,3424,1047,506,79096,3969,78369,3958,48850,3245,29519,2944,727,394,11353,2165,11281,2168,5005,1426,6276,1776,72,123,8280,1389,8280,1389,2051,846,6229,1210,0,294,5971,2486,5934,2492,5934,2492,0,294,37,63,2044,660,1833,623,1648,649,185,161,211,254,10281,1820
6053,31/12/2010,178998,4247,178458,4258,161342,4794,17116,2601,540,420,127660,4858,127446,4891,114381,5406,13065,2206,214,259,22762,3147,22762,3147,19635,2871,3127,1135,0,294,2951,1072,2913,1082,2813,1064,100,123,38,66,5852,1447,5807,1444,5807,1444,0,294,45,74,9372,2245,9129,2174,8305,2096,824,542,243,313,10401,3730
6055,31/12/2010,61310,3470,61241,3479,48248,3320,12993,2042,69,119,48180,3360,48180,3360,36663,2938,11517,1901,0,294,6283,1140,6283,1140,5187,1125,1096,622,0,294,715,463,715,463,486,402,229,202,0,294,2049,623,2049,623,1969,609,80,140,0,294,917,448,848,448,777,438,71,118,69,119,3166,878
6059,31/12/2010,1390898,12672,1384737,12632,1154268,13762,230469,7846,6161,1532,1088304,13851,1084863,13864,889693,14644,195170,6958,3441,1132,145563,8532,145083,8563,120582,8163,24501,3039,480,353,40219,3383,39801,3382,33063,2965,6738,1436,418,344,24015,2687,23725,2685,22986,2722,739,397,290,228,26161,3168,24629,3192,21308,2729,3321,1237,1532,635,66636,4587
6061,31/12/2010,149735,3410,148131,3450,93772,4349,54359,4019,1604,662,118867,4185,117864,4265,70395,3843,47469,3752,1003,571,12648,2137,12420,2145,7274,1765,5146,1365,228,228,1239,615,1239,615,134,174,1105,639,0,294,2571,1121,2571,1121,2571,1121,0,294,0,294,2922,932,2549,904,1910,818,639,383,373,260,11488,2135
6065,31/12/2010,832355,11145,827954,11181,565657,12854,262297,8100,4401,1118,651841,13058,649038,12958,436084,11955,212954,7165,2803,943,103139,6279,102556,6237,62834,5020,39722,4323,583,343,12359,2199,12348,2200,7696,2345,4652,1209,11,19,13626,2556,13490,2541,12865,2497,625,400,136,224,17913,2925,17045,2898,12701,2579,4344,1112,868,484,33477,2738
6067,31/12/2010,579753,8652,578005,8650,481419,8017,96586,5507,1748,607,436228,8448,435307,8480,355057,7941,80250,5040,921,374,70654,5324,70546,5302,57370,4788,13176,2468,108,140,19612,2616,19612,2616,17880,2491,1732,758,0,294,10580,1940,10451,1918,9897,1891,554,535,129,152,13436,1892,12846,1826,11972,1710,874,435,590,377,29243,2842
6071,31/12/2010,781988,9610,777915,9687,555075,11694,222840,7415,4073,1064,576704,11466,573588,11403,402567,11914,171021,6469,3116,981,135828,7879,135307,7876,95139,6614,40168,4517,521,307,14608,2387,14608,2387,6538,1570,8070,1653,0,294,15315,2974,15315,2974,14870,2962,445,424,0,294,11820,2392,11384,2393,8248,2385,3136,1000,436,391,27713,3439
6073,31/12/2010,1389165,15552,1379320,15292,1347297,14776,32023,3121,9845,1903,1058032,14640,1052212,14555,1027025,14407,25187,2773,5820,1680,140384,7406,139019,7255,134863,7337,4156,887,1365,673,45515,4453,45254,4419,43770,4357,1484,626,261,218,38337,5196,37940,5205,37447,5210,493,344,397,268,24998,3200,22996,3098,22293,3017,703,450,2002,704,81899,6472
6075,31/12/2010,437814,6701,436662,6774,334383,8238,102279,6081,1152,549,157799,6386,157248,6356,92833,5169,64415,4924,551,356,34657,4025,34657,4025,22996,3140,11661,2628,0,294,149077,5778,148838,5729,127797,5856,21041,2669,239,304,41362,4291,41202,4279,39475,4235,1727,908,160,188,25699,2595,25497,2607,22062,2620,3435,1198,202,191,29220,3224
6077,31/12/2010,255751,6473,254621,6554,189352,6722,65269,4635,1130,957,195995,6213,195351,6288,143290,5964,52061,4039,644,611,36376,4354,36024,4380,24196,3516,11828,2313,352,413,2373,827,2302,813,1248,613,1054,460,71,119,4247,1204,4184,1187,4140,1184,44,72,63,105,3359,1020,3359,1020,3077,1051,282,217,0,294,13401,2352
6079,31/12/2010,115332,4153,114957,4158,102361,4180,12596,1907,375,277,89097,4134,88931,4144,78709,4024,10222,1795,166,191,12956,1867,12869,1899,10988,1850,1881,632,87,140,787,396,787,396,710,380,77,132,0,294,3225,1085,3225,1085,3059,1073,166,201,0,294,2598,825,2476,804,2226,714,250,298,122,142,6669,1405
6081,31/12/2010,352684,5789,351742,5834,213589,5984,138153,5121,942,394,248192,6261,247576,6272,151130,5230,96446,4267,616,377,39750,3404,39673,3419,22897,2471,16776,2892,77,133,28430,3205,28430,3205,6607,1397,21823,2735,0,294,11023,2432,10982,2424,10287,2309,695,447,41,68,7567,1886,7359,1834,4946,1644,2413,786,208,202,17722,2455
6083,31/12/2010,182446,3711,181938,3710,171611,3754,10327,1794,508,290,118986,5132,118864,5126,110563,4726,8301,1585,122,142,26730,3225,26667,3198,25038,3105,1629,823,63,105,7108,1865,7108,1865,7005,1892,103,123,0,294,9581,1662,9337,1625,9258,1626,79,126,244,205,9742,1551,9663,1558,9448,1532,215,162,79,107,10299,1592
6085,31/12/2010,812674,8215,808767,8440,703011,9020,105756,5371,3907,1147,630326,10072,628116,10082,541064,9481,87052,4847,2210,912,82241,5057,81949,5046,70627,4862,11322,1873,292,275,24060,2775,23825,2745,17846,2422,5979,1248,235,261,14875,2237,14398,2305,14226,2300,172,170,477,373,19985,2425,19292,2363,18061,2259,1231,671,693,373,41187,3679
6087,31/12/2010,114373,7397,114166,7402,89066,6753,25100,2900,207,213,80999,5707,80999,5707,60361,5253,20638,2592,0,294,11659,2243,11556,2235,8314,1909,3242,1022,103,125,3245,1450,3245,1450,2796,1416,449,305,0,294,5658,1814,5658,1814,5371,1790,287,254,0,294,6029,1572,5925,1555,5441,1455,484,324,104,169,6783,1241
6095,31/12/2010,178631,5968,177749,5968,111490,5911,66259,4280,882,473,136728,6074,136325,6035,86338,5074,49987,3976,403,337,25732,2921,25732,2921,13035,2205,12697,1800,0,294,4395,1445,4345,1437,1254,750,3091,1203,50,85,3657,1414,3559,1409,3491,1423,68,111,98,116,1640,684,1309,622,893,541,416,270,331,316,6479,1432
6097,31/12/2010,219015,5553,218691,5587,182501,5713,36190,3275,324,282,167438,5838,167293,5833,138793,5902,28500,2711,145,166,22622,2459,22622,2459,17151,2299,5471,1380,0,294,4077,1355,4077,1355,2653,1130,1424,627,0,294,4406,987,4341,959,4115,921,226,209,65,110,3208,904,3094,857,2525,749,569,459,114,154,17264,2421
6099,31/12/2010,193710,5531,193611,5522,153531,5735,40080,3652,99,116,154094,5532,154049,5525,122287,5576,31762,2872,45,75,23158,2866,23158,2866,15479,2377,7679,1638,0,294,1664,832,1664,832,1447,803,217,178,0,294,2503,735,2503,735,2503,735,0,294,0,294,2812,937,2758,937,2336,849,422,277,54,93,9479,1477
6101,31/12/2010,35971,2436,35699,2447,19682,2143,16017,1754,272,247,26094,2163,25957,2161,14224,1683,11733,1571,137,162,6561,2124,6455,2121,2888,1755,3567,1033,106,175,322,299,322,299,218,231,104,185,0,294,638,410,638,410,638,410,0,294,0,294,1191,629,1162,635,549,482,613,486,29,53,1165,564
6107,31/12/2010,166275,3965,166068,3958,143230,3836,22838,2331,207,142,123056,4435,122985,4419,105984,4062,17001,2099,71,116,27456,3556,27393,3556,22680,3149,4713,1218,63,81,1599,712,1599,712,1205,587,394,314,0,294,4243,1166,4170,1181,4170,1181,0,294,73,125,4122,1152,4122,1152,3392,1073,730,420,0,294,5799,1294
6111,31/12/2010,380895,7353,379338,7377,298714,7434,80624,5046,1557,435,286029,7950,285528,8043,218275,8240,67253,4291,501,283,51856,5042,51832,5076,40949,3998,10883,2363,24,106,5426,1211,5274,1213,3047,1054,2227,860,152,119,8421,2058,7719,1960,7612,1932,107,170,702,349,6612,1617,6434,1605,6280,1586,154,149,178,149,22551,4516
6113,31/12/2010,84903,6535,84310,6506,51453,4847,32857,3174,593,421,58351,4537,58061,4493,31428,2986,26633,2700,290,303,9523,1883,9523,1883,5327,1272,4196,1551,0,294,3070,1167,3070,1167,1620,674,1450,713,0,294,2742,989,2742,989,2656,983,86,99,0,294,7855,2067,7552,2006,7060,2032,492,386,303,280,3362,1046
6001,31/12/2011,667682,9937,665423,9954,445295,9455,220128,7467,2259,686,437040,9320,436163,9272,293336,8548,142827,5693,877,364,67792,5365,67493,5348,40288,3791,27205,2937,299,228,80446,4970,80248,4903,33924,3769,46324,3377,198,244,24431,3056,24050,3040,23762,3027,288,206,381,396,23117,2586,22613,2529,19129,2344,3484,851,504,324,34856,3085
6013,31/12/2011,471399,8863,469408,8939,277477,9104,191931,6903,1991,776,336355,10049,335521,10092,205867,8942,129654,5982,834,409,49135,4531,49135,4531,26805,3216,22330,2969,0,208,41490,3889,41433,3891,5084,1358,36349,3611,57,97,6684,1845,6684,1845,5886,1764,798,391,0,208,7994,1734,6894,1599,4094,1200,2800,911,1100,683,29741,3611
6017,31/12/2011,73965,2947,69584,2907,40292,2953,29292,2447,4381,1194,56536,2970,53283,3061,29362,2893,23921,2549,3253,1060,7396,1653,6662,1622,2362,858,4300,1375,734,464,589,424,589,424,188,180,401,336,0,208,2246,911,2076,847,1919,807,157,248,170,197,1862,772,1638,792,1125,649,513,388,224,264,5336,1138
6019,31/12/2011,340528,8282,339802,8300,311227,8312,28575,3412,726,650,266669,7398,266058,7384,243897,7415,22161,2627,611,636,41426,4547,41426,4547,36253,4222,5173,1783,0,208,3669,1137,3669,1137,3602,1133,67,110,0,208,7306,1369,7306,1369,7032,1367,274,283,0,208,9863,2025,9748,2029,8848,1865,900,489,115,141,11595,1923
6025,31/12/2011,58542,2673,57367,2794,54026,2745,3341,1044,1175,655,44476,2575,44210,2598,42248,2630,1962,881,266,188,7931,1663,7022,1586,5726,1424,1296,686,909,613,870,568,870,568,787,522,83,141,0,208,1626,704,1626,704,1626,704,0,208,0,208,1238,576,1238,576,1238,576,0,208,0,208,2401,864
6029,31/12/2011,308929,7649,308032,7651,288647,7542,19385,2958,897,390,235480,7720,234889,7723,219797,7820,15092,2283,591,345,47476,4570,47398,4578,43565,4387,3833,1347,78,96,3843,1131,3729,1172,3630,1167,99,168,114,188,5289,1532,5289,1532,5273,1534,16,27,0,208,8026,1912,7912,1911,7567,1838,345,352,114,134,8815,1845
6037,31/12/2011,4303073,19147,4282890,19005,3984627,20080,298263,9715,20183,2666,3111633,22997,3103057,22968,2855858,22511,247199,8817,8576,1690,451289,11055,448289,11024,408095,10987,40194,3645,3000,1063,314747,10501,313034,10446,307783,10244,5251,1245,1713,790,125048,6439,123443,6444,121926,6408,1517,630,1605,751,85043,6266,79754,6153,75652,5885,4102,1086,5289,1192,215313,7882
6041,31/12/2011,118997,4261,118378,4188,81337,4049,37041,3518,619,394,77638,4572,77584,4583,51824,3814,25760,2677,54,89,10051,2356,10051,2356,6245,2127,3806,1151,0,208,9825,1777,9825,1777,3114,1296,6711,1255,0,208,3980,1241,3980,1241,3907,1235,73,109,0,208,3812,1687,3247,1689,2556,1690,691,417,565,396,13691,1956
6047,31/12/2011,91605,3776,91460,3755,66921,3496,24539,2972,145,142,71647,3690,71502,3678,53248,3596,18254,1963,145,142,9697,2286,9697,2286,4779,1332,4918,1775,0,208,469,401,469,401,326,342,143,177,0,208,1509,587,1509,587,1509,587,0,208,0,208,3835,1231,3835,1231,2611,911,1224,891,0,208,4448,993
6053,31/12/2011,168252,5937,167898,5929,151516,5891,16382,2433,354,264,117132,5123,117032,5137,103826,4980,13206,1970,100,125,21152,2632,21152,2632,19250,2558,1902,856,0,208,3328,989,3328,989,3158,980,170,244,0,208,6243,1132,6174,1113,6095,1116,79,88,69,110,12686,2183,12501,2186,11476,2085,1025,911,185,223,7711,1558
6055,31/12/2011,63615,2915,63529,2908,50100,2898,13429,2088,86,97,47134,3045,47048,3041,36012,2564,11036,1847,86,97,6951,1473,6951,1473,4946,1174,2005,787,0,208,730,483,730,483,584,457,146,151,0,208,3151,1121,3151,1121,3035,1103,116,103,0,208,1581,986,1581,986,1455,975,126,179,0,208,4068,1034
6057,31/12/2011,41620,2435,39875,2209,30210,2567,9665,1657,1745,880,29644,2617,28188,2461,20505,2212,7683,1530,1456,807,4517,1373,4367,1363,2763,1243,1604,785,150,253,127,202,127,202,0,208,127,202,0,208,1549,674,1549,674,1549,674,0,208,0,208,639,411,500,378,249,184,251,309,139,168,5144,1384
6059,31/12/2011,1412589,11191,1406514,11216,1187717,10754,218797,7374,6075,1283,1103759,11577,1100575,11706,915600,10542,184975,6617,3184,913,138043,6626,137305,6612,113451,5935,23854,2661,738,529,41064,3989,40851,3982,34875,3650,5976,1203,213,195,30575,3416,30056,3463,29614,3480,442,441,519,410,27706,3017,26285,2953,22735,2819,3550,989,1421,552,71442,4698
6061,31/12/2011,153121,4959,151401,4948,93775,5304,57626,4848,1720,704,120409,5212,119196,5211,70669,4229,48527,4137,1213,612,13297,2647,12929,2658,6834,1473,6095,2137,368,400,2046,832,1978,846,729,528,1249,684,68,123,2028,737,1957,711,1957,711,0,208,71,127,3264,1130,3264,1130,1509,703,1755,902,0,208,12077,2386
6065,31/12/2011,840812,11476,837266,11366,577582,12657,259684,9902,3546,1032,654880,13275,653347,13294,443802,14263,209545,8642,1533,645,102809,7333,102326,7265,61762,6822,40564,4341,483,331,11910,2503,11699,2503,5740,1640,5959,1742,211,260,9688,1524,9247,1532,9067,1520,180,149,441,383,13798,2503,12920,2472,9484,1836,3436,1699,878,497,47727,5168
6067,31/12/2011,587883,10241,585770,10325,481513,10259,104257,6678,2113,736,440310,10902,439044,10916,351642,9842,87402,6130,1266,569,72483,6538,72292,6537,57755,6082,14537,2306,191,201,18492,2617,18492,2617,17535,2534,957,491,0,208,13704,1912,13593,1924,13210,1943,383,245,111,109,12256,2014,11711,2052,10733,1925,978,454,545,428,30638,4072
6071,31/12/2011,779457,13422,775525,13443,535100,14099,240425,9819,3932,1334,589972,14693,587717,14751,397264,14336,190453,9457,2255,1005,123320,10349,122552,10409,80622,7554,41930,6705,768,469,13810,2467,13810,2467,8278,1860,5532,1594,0,208,13049,2992,12809,2916,12221,2836,588,448,240,239,9128,1891,8459,1964,6537,1877,1922,737,669,537,30178,3398
6073,31/12/2011,1416596,12803,1408653,12870,1375539,12914,33114,3403,7943,1460,1080691,15264,1076232,15391,1051115,15287,25117,2884,4459,1052,139130,6402,138170,6390,132992,6295,5178,1158,960,578,42858,3367,42668,3348,41208,3280,1460,562,190,191,38900,3768,38242,3771,37968,3736,274,225,658,377,25470,3097,23794,3105,22709,3077,1085,419,1676,716,89547,6085
6075,31/12/2011,437125,7107,435694,7077,341376,7505,94318,5570,1431,567,164570,6711,164083,6685,101403,5827,62680,5245,487,287,32015,3258,32015,3258,21642,2924,10373,2059,0,208,137914,6303,137609,6273,119890,6003,17719,2184,305,254,43121,3955,42875,3970,41820,3893,1055,538,246,240,25244,3370,24851,3355,22360,3088,2491,904,393,282,34261,3778
6077,31/12/2011,256675,6353,255445,6319,188769,6777,66676,5092,1230,716,193635,6428,192746,6342,143702,5973,49044,3949,889,681,39669,5184,39533,5186,24875,3880,14658,3261,136,133,3941,1364,3941,1364,1559,715,2382,1028,0,208,4625,1298,4561,1282,4514,1284,47,56,64,76,4384,1085,4243,1054,3698,997,545,413,141,165,10421,2447
6079,31/12/2011,117027,4097,116374,4063,105262,4310,11112,2076,653,479,84775,4978,84479,5050,75585,5071,8894,1782,296,270,10746,2231,10746,2231,8884,1883,1862,1065,0,208,1607,937,1607,937,1305,852,302,326,0,208,5505,2649,5505,2649,5505,2649,0,208,0,208,4757,1154,4400,1172,4346,1175,54,92,357,369,9637,1783
6081,31/12/2011,356553,5610,355219,5704,208872,6686,146347,5538,1334,600,252609,6947,252065,7049,146192,6237,105873,5266,544,377,38390,3477,38351,3476,23258,2969,15093,2230,39,67,29529,2873,29410,2835,8637,1994,20773,2296,119,240,9193,1570,8976,1564,8203,1408,773,643,217,222,8352,1967,7937,1917,4102,1548,3835,933,415,259,18480,2212
6083,31/12/2011,196607,4951,196210,4908,183232,5384,12978,2094,397,332,131395,4570,131132,4573,121042,4625,10090,2025,263,235,29261,2995,29247,2999,26706,2992,2541,935,14,24,6540,1578,6540,1578,6258,1522,282,302,0,208,7807,1472,7807,1472,7807,1472,0,208,0,208,9995,2305,9875,2261,9810,2271,65,85,120,194,11609,1702
6085,31/12/2011,835675,9199,832821,9321,725051,9464,107770,4379,2854,766,640197,11402,639273,11393,553184,10624,86089,4320,924,345,83370,6084,82696,6029,70029,5385,12667,2221,674,416,28638,4118,28401,4122,22008,3686,6393,1336,237,280,18546,2347,18297,2341,18115,2334,182,162,249,208,24800,2946,24030,2900,21591,2772,2439,898,770,537,40124,3055
6087,31/12/2011,125855,2798,125523,2740,98030,3000,27493,2486,332,254,90388,3824,90276,3802,67341,3339,22935,2337,112,155,12235,1811,12109,1796,8564,1650,3545,868,126,158,3739,1167,3739,1167,3192,1175,547,439,0,208,4625,1411,4625,1411,4415,1357,210,244,0,208,6369,1598,6275,1605,6019,1657,256,364,94,127,8499,1693
6095,31/12/2011,179002,4371,178348,4409,107364,4753,70984,3824,654,390,137448,5590,137268,5619,84493,4898,52775,3874,180,212,23777,3213,23736,3212,9164,1782,14572,2470,41,70,4416,1210,4416,1210,1643,639,2773,1096,0,208,3807,1173,3595,1150,3415,1127,180,230,212,244,2767,946,2546,939,1862,822,684,372,221,196,6787,1527
6097,31/12/2011,226030,5055,224983,5080,189010,5392,35973,3295,1047,573,170590,6119,170161,6116,143065,5944,27096,3111,429,371,21151,2512,21056,2517,14449,2304,6607,1296,95,122,4043,1181,4043,1181,2707,1064,1336,740,0,208,7781,1795,7781,1795,7757,1786,24,35,0,208,6700,1766,6177,1738,5267,1498,910,646,523,434,15765,2578
6099,31/12/2011,193689,5189,193590,5211,147407,4974,46183,3779,99,123,154912,5069,154876,5083,117961,4599,36915,3255,36,61,21171,2599,21171,2599,13241,2173,7930,1562,0,208,1964,867,1964,867,1129,610,835,654,0,208,4912,1457,4912,1457,4912,1457,0,208,0,208,3163,1047,3100,1050,2597,959,503,387,63,105,7567,1419
6101,31/12/2011,34547,2659,34252,2659,20059,2536,14193,1980,295,242,26132,2447,26036,2464,14511,2292,11525,1738,96,98,4576,1113,4396,1077,2134,714,2262,775,180,218,839,537,839,537,598,427,241,334,0,208,418,330,418,330,418,330,0,208,0,208,534,297,515,300,350,266,165,141,19,31,2048,915
6107,31/12/2011,160813,4368,160244,4399,134093,4797,26151,2997,569,282,118618,4537,118261,4507,100055,4202,18206,2638,357,268,27381,2840,27169,2864,19770,2433,7399,1759,212,148,840,421,840,421,840,421,0,208,0,208,3399,921,3399,921,3338,920,61,92,0,208,3615,1277,3615,1277,3130,1245,485,336,0,208,6960,2066
6111,31/12/2011,383017,5536,380945,5544,295079,6217,85866,4512,2072,720,288787,7108,288100,7064,217532,6912,70568,4114,687,345,51090,5641,50947,5629,39012,4969,11935,2452,143,142,5318,1137,5108,1138,2880,941,2228,675,210,348,7438,1633,7127,1574,6996,1554,131,124,311,187,7593,1539,6872,1593,5868,1530,1004,506,721,425,22791,2474
