GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Less than high school graduate,Margin of Error; Less than high school graduate,Estimate; High school graduate (includes equivalency),Margin of Error; High school graduate (includes equivalency),Estimate; Some college or associate's degree,Margin of Error; Some college or associate's degree,Estimate; Bachelor's degree,Margin of Error; Bachelor's degree,Estimate; Graduate or professional degree,Margin of Error; Graduate or professional degree,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Less than high school graduate,Margin of Error; Same house 1 year ago: - Less than high school graduate,Estimate; Same house 1 year ago: - High school graduate (includes equivalency),Margin of Error; Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Same house 1 year ago: - Some college or associate's degree,Margin of Error; Same house 1 year ago: - Some college or associate's degree,Estimate; Same house 1 year ago: - Bachelor's degree,Margin of Error; Same house 1 year ago: - Bachelor's degree,Estimate; Same house 1 year ago: - Graduate or professional degree,Margin of Error; Same house 1 year ago: - Graduate or professional degree,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Less than high school graduate,Margin of Error; Moved within same county: - Less than high school graduate,Estimate; Moved within same county: - High school graduate (includes equivalency),Margin of Error; Moved within same county: - High school graduate (includes equivalency),Estimate; Moved within same county: - Some college or associate's degree,Margin of Error; Moved within same county: - Some college or associate's degree,Estimate; Moved within same county: - Bachelor's degree,Margin of Error; Moved within same county: - Bachelor's degree,Estimate; Moved within same county: - Graduate or professional degree,Margin of Error; Moved within same county: - Graduate or professional degree,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Less than high school graduate,Margin of Error; Moved from different county within same state: - Less than high school graduate,Estimate; Moved from different county within same state: - High school graduate (includes equivalency),Margin of Error; Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Moved from different county within same state: - Some college or associate's degree,Margin of Error; Moved from different county within same state: - Some college or associate's degree,Estimate; Moved from different county within same state: - Bachelor's degree,Margin of Error; Moved from different county within same state: - Bachelor's degree,Estimate; Moved from different county within same state: - Graduate or professional degree,Margin of Error; Moved from different county within same state: - Graduate or professional degree,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Less than high school graduate,Margin of Error; Moved from different state: - Less than high school graduate,Estimate; Moved from different state: - High school graduate (includes equivalency),Margin of Error; Moved from different state: - High school graduate (includes equivalency),Estimate; Moved from different state: - Some college or associate's degree,Margin of Error; Moved from different state: - Some college or associate's degree,Estimate; Moved from different state: - Bachelor's degree,Margin of Error; Moved from different state: - Bachelor's degree,Estimate; Moved from different state: - Graduate or professional degree,Margin of Error; Moved from different state: - Graduate or professional degree,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Less than high school graduate,Margin of Error; Moved from abroad: - Less than high school graduate,Estimate; Moved from abroad: - High school graduate (includes equivalency),Margin of Error; Moved from abroad: - High school graduate (includes equivalency),Estimate; Moved from abroad: - Some college or associate's degree,Margin of Error; Moved from abroad: - Some college or associate's degree,Estimate; Moved from abroad: - Bachelor's degree,Margin of Error; Moved from abroad: - Bachelor's degree,Estimate; Moved from abroad: - Graduate or professional degree,Margin of Error; Moved from abroad: - Graduate or professional degree
6089,31/12/2010,120923,738,14773,2331,29890,2643,52809,3048,15754,2105,7697,1312,105537,2979,12718,2380,26307,2598,46521,3189,13209,1708,6782,1195,10451,2174,1637,756,2869,784,4574,1365,1182,622,189,170,3255,1301,302,284,262,228,1085,694,914,599,692,588,1480,1057,116,196,349,366,532,663,449,341,34,57,200,238,0,294,103,173,97,160,0,294,0,294
6095,31/12/2010,272421,345,37202,3231,68128,4047,104966,4351,41585,2925,20540,2279,230904,4489,30337,3086,56936,3729,89615,4206,36052,2712,17964,2081,27180,3640,4641,1611,7928,1689,10444,1956,2751,998,1416,615,10107,1924,1666,784,2350,846,3047,1066,2052,847,992,956,3191,1402,139,170,594,579,1616,789,674,543,168,199,1039,798,419,621,320,394,244,206,56,96,0,294
6097,31/12/2010,332689,603,44995,3734,66155,4299,114663,4764,68932,4092,37944,2864,283107,5348,37181,3381,56477,4215,97021,4906,59507,3955,32921,2602,36139,4397,6501,1948,7295,1822,14040,2723,5601,1408,2702,1195,9130,2207,1017,596,1679,638,2704,1322,2565,1230,1165,620,3270,1030,173,170,571,414,694,407,809,394,1023,545,1043,611,123,140,133,156,204,194,450,375,133,224
6099,31/12/2010,313371,862,75594,4153,89317,4186,98164,4623,33236,2526,17060,2314,256440,4986,60846,3829,73841,4073,79103,4494,28515,2405,14135,2154,42510,4292,11191,2069,11741,1895,14505,2922,3322,867,1751,824,11220,2153,2620,1147,2460,1185,3999,1179,1249,589,892,532,2025,1051,270,341,997,563,432,309,44,74,282,467,1176,780,667,695,278,217,125,142,106,177,0,294
6101,31/12/2010,59150,859,13097,1587,13750,1697,20314,1954,8549,1526,3440,960,47913,2123,9526,1574,10931,1448,16783,1714,8030,1513,2643,707,7005,1551,2278,997,1579,868,2212,787,375,243,561,735,3729,1034,1213,643,1139,606,1159,674,46,76,172,134,278,221,80,99,101,152,97,88,0,294,0,294,225,229,0,294,0,294,63,112,98,157,64,106
6107,31/12/2010,252444,544,83200,4286,58296,3652,77104,3640,22553,1897,11291,1529,221070,3684,71555,4489,50454,3332,68639,3187,20211,1816,10211,1467,23341,3493,8680,2019,5769,1656,7086,1891,1429,481,377,222,5911,2184,2328,1506,1277,818,1223,571,576,347,507,307,699,448,0,294,347,256,85,103,189,304,78,126,1423,767,637,477,449,338,71,119,148,162,118,202
6111,31/12/2010,530768,1254,95254,4290,99667,5170,172276,6428,103029,4344,60542,3579,458465,6372,81707,4176,84627,4696,147629,5788,91886,4879,52616,3343,46014,5252,10101,2775,11155,2257,15588,2722,5233,1280,3937,909,14175,3343,1713,867,1738,754,5294,1914,3118,962,2312,1147,8480,1890,1212,655,1255,675,3033,1053,1993,874,987,591,3634,1273,521,405,892,637,732,634,799,375,690,465
6113,31/12/2010,117127,746,18255,2007,22442,2280,32335,2732,23638,2385,20457,2010,97016,2470,14933,2037,18686,2201,26681,2484,19365,2148,17351,1833,10618,2321,1994,848,2300,1145,2661,1008,2287,822,1376,617,6046,1460,830,479,800,515,2576,1115,1360,800,480,289,1846,715,96,109,230,272,240,282,375,340,905,496,1601,1047,402,460,426,424,177,280,251,249,345,300
6001,31/12/2011,1039030,622,144729,7070,206817,8054,259919,8081,250311,7813,177254,6244,890829,8108,124583,7037,180464,7757,223587,7987,211418,6912,150777,5996,94923,6742,16898,3222,19148,2612,23873,2889,21352,3206,13652,2151,33702,3535,2146,704,4900,1425,9055,1695,10870,2001,6731,1716,11680,2084,275,220,637,416,2133,896,4089,1316,4546,941,7896,1967,827,493,1668,1270,1271,718,2582,865,1548,581
6007,31/12/2011,140947,747,17440,2117,31315,2726,57985,3833,22383,2577,11824,2173,118280,3534,14810,1915,25041,2452,48703,3428,19350,2462,10376,1997,17663,3348,2386,723,4651,1998,7058,1634,2329,1200,1239,996,3038,1165,244,233,1267,609,1131,668,341,265,55,93,1478,919,0,208,132,102,918,832,311,324,117,193,488,396,0,208,224,259,175,209,52,90,37,61
6013,31/12/2011,716292,633,82080,5165,140858,7057,214163,6874,172974,7866,106217,6329,612023,8093,67204,5223,119311,6202,184832,6865,147717,7482,92959,5302,63657,6438,10286,2197,14805,3139,19775,3492,12531,2490,6260,1832,26278,3706,2923,1254,4346,1467,5895,1543,9197,2363,3917,1328,8660,2579,718,834,1089,561,3037,1895,1869,946,1947,963,5674,2678,949,627,1307,1195,624,700,1660,846,1134,1158
6017,31/12/2011,126849,949,10361,1865,28922,2709,50305,3125,26353,2658,10908,1942,112712,2851,8784,1682,25516,2574,44832,2858,23717,2645,9863,1785,8245,1724,859,650,1960,960,3346,1056,1385,652,695,418,3436,1220,209,281,1041,571,1528,692,425,306,233,223,2095,1080,509,754,405,498,599,397,465,389,117,197,361,507,0,208,0,208,0,208,361,507,0,208
6019,31/12/2011,555181,1010,153273,6839,130833,5428,167295,7030,70290,4463,33490,3380,475552,6442,129173,7069,111464,5273,142101,6873,63100,3828,29714,3073,61077,5685,18547,3037,14665,2608,20782,3194,4708,1288,2375,834,13755,2595,3974,1430,3531,1044,3556,883,1773,867,921,675,3302,1214,920,752,1132,516,483,321,417,353,350,386,1495,689,659,579,41,68,373,188,292,248,130,128
6023,31/12/2011,90796,936,9923,1947,26050,2906,29932,2292,16958,2091,7933,1441,76937,2889,7953,1592,21186,2758,25383,1981,15541,2000,6874,1364,9853,2410,1354,899,4034,1715,3148,1023,1137,555,180,204,2654,1202,475,520,621,562,1047,718,0,208,511,419,1343,598,141,199,200,202,354,267,280,251,368,269,9,20,0,208,9,20,0,208,0,208,0,208
6025,31/12/2011,105588,638,36331,2402,22772,2291,32415,2520,9348,1307,4722,1047,91105,1981,33069,2511,19425,2166,27397,2581,7269,1239,3945,916,9692,1815,2287,896,2508,917,3273,1068,1009,694,615,511,2787,783,720,245,420,310,1153,491,370,309,124,159,1668,659,165,171,321,221,576,409,568,408,38,50,336,211,90,152,98,88,16,32,132,135,0,208
6029,31/12/2011,499760,1287,136057,6021,133285,6212,156412,5444,48730,3496,25276,2631,412656,6555,112975,5287,108752,6059,128728,5167,40816,3369,21385,2468,61803,6672,15131,3025,18130,2810,20975,3622,5879,1791,1688,674,18489,2103,6816,1234,4448,1107,4786,1296,1167,552,1272,549,4729,1187,667,469,1528,766,1320,537,544,328,670,369,2083,973,468,312,427,350,603,458,324,300,261,322
6031,31/12/2011,93661,964,27586,2331,21800,2134,29953,2149,10604,1716,3718,975,75215,2472,21905,2366,17137,2024,23807,2192,9137,1696,3229,958,8682,1862,2515,798,2509,810,3021,963,637,474,0,208,7508,1173,2999,819,1864,452,2241,472,292,234,112,148,1704,852,131,150,290,237,673,542,451,403,159,185,552,586,36,65,0,208,211,293,87,153,218,273
6037,31/12/2011,6443949,*****,1529126,19822,1336942,22915,1691946,17596,1232312,18083,653623,11717,5608474,19413,1359155,18773,1175991,20384,1470342,16990,1035826,16134,567160,10437,667051,18675,147494,9202,132652,6881,181069,7815,144440,9985,61396,5648,69750,5459,9956,1812,13535,2056,20361,2913,16534,2554,9364,1765,57877,5524,4905,1477,8559,1917,12057,1951,21476,3248,10880,2069,40797,4323,7616,1930,6205,1595,8117,1779,14036,2527,4823,1179
6041,31/12/2011,187431,1034,13199,2614,26002,3049,49596,4070,58536,3549,40098,3527,160775,3921,10453,2554,21188,2553,43051,3775,49800,2977,36283,3365,14663,2836,1802,1298,2943,1576,3687,1393,4344,1243,1887,866,7414,1981,944,750,1326,663,1558,709,2311,982,1275,701,3597,1724,0,208,545,542,1186,797,1381,849,485,482,982,725,0,208,0,208,114,156,700,599,168,208
6047,31/12/2011,146468,834,51022,2788,32626,2623,45387,3191,11466,1616,5967,1091,120096,4072,41755,2942,25960,2570,37609,3104,9548,1504,5224,1093,19648,3317,7006,2210,4878,1309,6229,1822,1258,901,277,177,5976,1710,1908,1096,1706,720,1447,651,592,463,323,285,458,326,63,102,82,101,102,130,68,85,143,235,290,294,290,294,0,208,0,208,0,208,0,208
6053,31/12/2011,262123,540,81563,3606,53056,3527,67620,3885,37613,2702,22271,2130,221562,3723,68382,3732,46194,3361,56408,3350,31484,2526,19094,2061,25981,3180,10074,2219,4246,1082,6846,1618,3387,1066,1428,624,7071,1578,2080,785,1636,629,2178,819,658,334,519,327,5523,1524,301,210,797,577,2086,810,1408,707,931,424,1986,868,726,575,183,240,102,123,676,438,299,175
6055,31/12/2011,94403,490,17583,2831,17815,1870,26776,2693,20159,2234,12070,1968,81955,2335,15060,2510,16242,1842,23184,2382,16933,2041,10536,1798,8003,2195,2151,1340,971,643,2442,1002,1982,838,457,294,3351,1088,194,199,472,332,778,525,1055,754,852,689,916,529,0,208,130,170,372,402,189,157,225,188,178,176,178,176,0,208,0,208,0,208,0,208
6057,31/12/2011,74068,606,3585,1027,15630,2390,30319,2305,15475,2304,9059,1434,66347,1858,2540,821,14182,2256,27054,2204,14423,2369,8148,1352,4801,1573,926,886,1035,739,1903,1003,567,479,370,305,1781,806,61,77,322,216,766,652,335,308,297,273,1139,760,58,94,91,160,596,539,150,254,244,301,0,208,0,208,0,208,0,208,0,208,0,208
6059,31/12/2011,2008772,531,322035,8387,367105,8760,583285,12024,481491,10550,254856,8058,1729611,10898,279206,8276,315752,8263,502461,11591,412001,9666,220191,6598,196585,9280,34885,3890,38359,4623,58172,4801,44560,4749,20609,2754,47415,5025,5025,1341,7164,1950,14677,2636,13504,2445,7045,1809,21030,3202,811,419,2821,951,5035,1203,7797,1624,4566,1342,14131,3054,2108,820,3009,1210,2940,1051,3629,1375,2445,1313
6061,31/12/2011,244082,828,14136,2221,43865,3676,96357,6107,60323,4917,29401,3686,212334,4749,12872,2256,37103,3361,82802,6205,53284,4954,26273,3637,19242,3508,828,489,4452,1453,8580,2704,3906,1320,1476,977,7814,2037,293,235,1122,703,3590,1267,1814,785,995,578,2583,1138,132,225,162,228,504,331,1128,643,657,456,2109,2179,11,25,1026,1172,881,1007,191,185,0,208
6065,31/12/2011,1380097,408,282864,11149,357536,12945,458631,13209,178312,9755,102754,7193,1160075,15109,240555,10403,296896,13928,382408,11881,151883,9247,88333,7111,142395,11152,29169,3868,40086,5241,50240,6343,14591,3108,8309,2456,54018,7026,10056,2608,14092,2646,17771,3451,8092,2824,4007,1630,17358,4640,2514,1449,4792,2654,5537,1398,2796,1122,1719,649,6251,1925,570,323,1670,954,2675,1208,950,595,386,253
6067,31/12/2011,929533,530,131338,7834,204219,8667,337944,9219,166434,7008,89598,5905,764357,7099,102587,6907,167494,7959,272881,9331,142166,6168,79229,5615,123028,6642,22858,3150,26928,2890,49142,4135,16747,2548,7353,2576,28249,3607,4325,1742,6722,1576,11112,2539,4500,1144,1590,701,9420,1822,545,370,2144,885,3652,1238,1824,873,1255,602,4479,1398,1023,546,931,493,1157,721,1197,872,171,173
6071,31/12/2011,1236930,639,268616,11313,331182,12367,411534,13854,146716,8126,78882,5975,1050237,13263,223873,10174,281269,11909,347175,12942,127129,7788,70791,5441,115397,10724,30014,5010,32885,4964,38783,5769,10383,2060,3332,1163,54994,6803,11760,3424,13638,2579,20881,3675,5996,1855,2719,1204,10213,2113,1617,952,2718,981,3644,1567,1401,557,833,478,6089,2236,1352,1074,672,508,1051,771,1807,928,1207,933
6073,31/12/2011,2045141,900,308949,10198,394319,10947,651924,13268,430670,8425,259279,9243,1762996,12401,276387,10243,341652,11078,558719,11935,362662,8150,223576,8738,205299,10304,25475,3596,39443,4225,72993,5718,46742,4463,20646,2669,25499,3391,2949,851,3421,901,7701,1539,6639,1842,4789,1286,32496,3913,1398,667,7114,1805,8609,1708,8422,1724,6953,1613,18851,3657,2740,877,2689,1572,3902,1262,6205,1610,3315,1138
6075,31/12/2011,630383,697,88880,6150,85291,5191,127854,6741,202337,7985,126021,6306,537041,7200,81929,5953,76129,4974,108870,6955,165081,7831,105032,6033,51485,5568,4698,1722,5541,1873,10477,2067,19258,3317,11511,2415,21542,3634,1117,738,1636,670,5153,1662,9029,2440,4607,1203,11793,1970,221,223,414,279,2571,1126,5348,1254,3239,917,8522,2576,915,595,1571,1064,783,443,3621,1393,1632,1491
6077,31/12/2011,422178,543,96067,5672,111723,5358,137616,5939,52279,4570,24493,2726,347361,5901,77533,5863,87538,4946,117506,5427,44226,4176,20558,2515,52222,5148,13065,2490,17414,2681,15013,2070,4627,1464,2103,918,14640,2615,2854,823,5071,1629,3859,1144,1349,646,1507,906,4008,1692,895,506,857,617,1112,592,902,900,242,239,3947,1500,1720,975,843,615,126,146,1175,851,83,139
6079,31/12/2011,180251,1349,18696,2328,38346,3084,67894,4242,33827,3080,21488,2246,151546,3926,14185,2109,31818,2871,57338,3930,28963,2817,19242,2219,18539,3357,2655,1375,4417,1362,7577,1927,2786,955,1104,468,8270,1691,1797,763,2111,759,2148,1058,1407,639,807,642,1313,667,59,101,0,208,556,448,363,324,335,344,583,675,0,208,0,208,275,335,308,446,0,208
6081,31/12/2011,511099,544,61062,3776,92579,5668,137155,5650,134720,5389,85583,4159,451019,5414,54978,3940,81746,5186,122227,5610,117869,5329,74199,3602,29644,3830,3152,1024,5785,1766,7362,1607,8135,1735,5210,1360,20652,3290,1687,764,3641,1334,5318,1291,5694,1484,4312,1064,4852,1235,182,202,852,579,1425,718,1316,538,1077,488,4932,1590,1063,712,555,473,823,663,1706,836,785,391
6083,31/12/2011,261301,553,54637,3079,43880,3583,78206,3401,50265,3471,34313,2755,224019,4322,47692,3274,38134,3561,67044,3663,41706,3324,29443,2495,24191,3689,4808,1342,4085,1143,7566,2050,4315,1299,3417,1209,6397,1519,1009,642,904,432,2037,878,1890,893,557,333,3855,1188,151,150,274,228,1057,515,2059,857,314,294,2839,1507,977,821,483,437,502,396,295,265,582,450
6085,31/12/2011,1218703,530,155802,7112,204440,7733,298917,8624,312538,9212,247006,7608,1041209,8454,135965,6891,181414,7128,259923,8201,261201,8565,202706,7603,117886,8434,15433,2523,16997,3016,27669,3475,33737,4136,24050,2785,25407,3394,2066,856,2965,906,7179,1515,6244,1533,6953,1910,16769,2672,858,582,1301,723,2484,858,4638,1512,7488,1883,17432,3512,1480,779,1763,829,1662,698,6718,2118,5809,1511
6087,31/12/2011,170925,758,26658,2612,26763,2751,53660,3076,39429,2845,24415,2332,149902,2722,24379,2554,23229,2619,47556,3001,34107,2710,20631,2218,11727,2092,1683,784,2155,985,3816,947,2465,821,1608,600,6640,1607,401,428,1154,948,1890,814,1613,689,1582,751,2008,1039,0,208,119,150,341,222,998,864,550,388,648,425,195,147,106,106,57,97,246,221,44,74
6089,31/12/2011,122600,1154,13428,2159,34299,2702,52155,2976,15629,2120,7089,1190,101183,3572,11094,1992,27740,2430,43101,3154,12833,1860,6415,1090,13461,2844,1222,649,4508,1375,5944,1954,1636,720,151,168,4849,1467,715,589,1442,628,1824,746,618,489,250,262,2889,970,324,226,597,385,1286,748,409,331,273,218,218,256,73,133,12,23,0,208,133,217,0,208
6095,31/12/2011,275019,468,33797,3775,67653,4130,105114,4721,49571,3803,18884,2511,231867,5566,28657,3717,55352,3472,86456,4904,44674,3625,16728,2402,27611,4034,3234,1230,8196,2114,12187,2369,2990,1207,1004,481,11322,2405,1485,690,3304,995,4904,1729,990,484,639,398,2837,1022,228,277,682,394,1075,708,524,353,328,230,1382,805,193,300,119,148,492,366,393,359,185,225
6097,31/12/2011,336404,1328,42397,3985,72276,4855,113467,5032,70980,4212,37284,3149,297782,4745,37342,4048,64133,4590,99268,4735,63131,4087,33908,3098,28651,3867,4149,1430,6414,1508,11500,2136,4508,1650,2080,1008,5142,1269,580,434,1012,565,1916,635,1145,657,489,253,3859,1397,139,184,643,388,772,395,1587,765,718,591,970,557,187,248,74,120,11,19,609,424,89,110
6099,31/12/2011,317403,596,76549,4452,91308,4948,96829,4973,36888,3603,15829,2343,259455,5857,61631,4676,76806,4899,79139,4243,28336,2817,13543,2041,46800,4890,12370,2742,11842,2198,14445,2058,6671,2690,1472,531,7000,1849,1606,853,1829,836,1938,908,1347,687,280,286,2859,1066,391,279,771,420,1307,796,0,208,390,336,1289,940,551,369,60,102,0,208,534,678,144,238
6107,31/12/2011,255641,847,78450,4619,62688,4703,81807,4360,22490,2278,10206,1678,215737,4437,65677,4567,52086,4024,68742,4051,20480,2045,8752,1504,30250,4116,9607,1977,8696,2264,10070,2075,1108,527,769,545,5788,1971,2348,1073,702,433,1981,1117,501,321,256,230,3085,1241,417,274,1091,759,848,541,401,267,328,261,781,478,401,354,113,163,166,156,0,208,101,166
6111,31/12/2011,538930,660,91890,5969,101615,5391,176975,6867,106818,3875,61632,3404,470700,5736,83070,6173,87090,4999,152266,5958,93770,4151,54504,3081,45475,4891,6977,1650,9483,2070,17583,2506,7624,1973,3808,1034,11970,2316,749,558,2157,933,4916,1494,2808,1025,1340,550,8588,2828,982,925,2497,1213,1903,870,1547,707,1659,1224,2197,826,112,135,388,236,307,262,1069,763,321,249
6113,31/12/2011,115369,807,18073,2309,22588,2498,31712,2748,21456,2248,21540,2125,96789,2710,15383,1812,19205,2288,25373,2542,19096,2114,17732,1865,8905,1835,1328,789,2125,971,2422,1152,1109,584,1921,1001,6318,1993,1083,950,620,438,3365,1514,567,316,683,412,923,631,279,431,58,104,327,362,179,170,80,100,2434,1108,0,208,580,532,225,222,505,491,1124,625
6115,31/12/2011,43923,680,8789,1289,10766,1663,19098,1692,3705,1051,1565,530,34570,2002,6948,1219,7974,1624,15216,1832,3118,850,1314,478,4346,1604,1129,553,1138,656,1596,832,462,544,21,50,3835,1268,587,471,1350,644,1754,821,70,125,74,93,1068,625,21,38,304,271,532,484,55,72,156,161,104,165,104,165,0,208,0,208,0,208,0,208
6001,31/12/2012,1060024,317,140204,6073,193829,7263,276966,8545,269210,8880,179815,6274,909496,7914,122527,5551,167182,6461,240572,8229,227652,7855,151563,5866,88659,6165,13575,2673,19185,2827,21639,2290,21480,2716,12780,1858,37111,4033,2517,913,5252,1661,10070,1826,11961,1671,7311,1417,16165,2596,768,461,1326,601,3159,1141,5306,1212,5606,1394,8593,1715,817,478,884,481,1526,588,2811,959,2555,861
6007,31/12/2012,142262,630,18420,2314,32028,2736,57563,2907,22877,2073,11374,1617,122992,2698,14959,2169,28436,2628,48114,2741,21018,2077,10465,1576,13914,2137,2483,873,2561,718,7133,1649,1214,561,523,295,3991,1049,760,497,644,419,1926,685,470,298,191,256,997,500,144,142,387,349,346,247,120,194,0,197,368,240,74,93,0,197,44,74,55,68,195,185
6013,31/12/2012,728065,472,83552,4650,134169,5643,223754,6444,180147,5870,106443,5082,634909,6525,71153,4293,117415,5733,194144,6544,157414,5440,94783,4480,56985,5473,8486,1816,11308,2203,19001,3010,13018,2308,5172,1125,24019,3476,2884,1226,3915,1580,8432,1634,5056,1216,3732,1181,8702,1811,503,319,1174,626,1588,659,3324,1010,2113,916,3450,1065,526,462,357,247,589,524,1335,630,643,422
6017,31/12/2012,126734,699,8730,1455,25856,2427,51563,2933,26626,2406,13959,2080,110286,2806,7634,1388,21238,2138,44317,3032,24636,2366,12461,1736,10803,2402,1019,539,3517,1364,4456,1451,1012,469,799,561,4282,1504,77,101,979,550,2113,894,568,379,545,458,1323,537,0,197,82,104,677,445,410,260,154,155,40,65,0,197,40,65,0,197,0,197,0,197
6019,31/12/2012,560633,327,154921,5449,125836,5218,176016,6832,71549,4411,32311,2800,476931,6290,131305,5852,106194,5211,149247,6434,62385,4048,27800,2766,63812,5243,17895,2786,16087,2651,20568,2701,6647,1574,2615,875,12848,2312,3531,994,2204,732,4677,1726,1508,622,928,415,4967,1882,1109,866,1182,920,1382,900,530,327,764,543,2075,670,1081,678,169,144,142,139,479,407,204,174
6023,31/12/2012,91893,961,10322,1795,23324,2447,33668,2328,16112,2029,8467,1533,78487,2546,8484,1858,20561,2331,28474,2201,13538,1776,7430,1451,9109,1796,1447,664,1642,891,3746,1031,1826,782,448,387,2790,998,391,314,737,452,1095,573,491,383,76,97,1507,786,0,197,384,371,353,464,257,287,513,387,0,197,0,197,0,197,0,197,0,197,0,197
6025,31/12/2012,106011,744,37305,2442,25106,2204,29816,2577,9998,1520,3786,914,90171,2865,32502,2481,20870,2218,24938,2557,8356,1372,3505,878,10343,2220,3154,1013,2608,942,3389,1235,1192,741,0,197,3393,1182,969,417,968,869,1029,566,350,243,77,128,1420,884,251,179,617,607,433,334,0,197,119,131,684,438,429,360,43,67,27,48,100,124,85,197
6029,31/12/2012,503688,457,140465,5574,128704,5619,157538,5853,50490,3808,26491,2834,418731,5389,114399,6027,105031,5436,132841,5876,43617,3614,22843,2577,58505,5391,17704,2411,16461,2918,17887,2364,4292,1078,2161,696,20260,2098,6923,1598,5572,1156,5836,1024,1185,521,744,338,4529,1423,728,525,1327,837,769,345,1137,699,568,549,1663,697,711,453,313,202,205,213,259,226,175,184
6031,31/12/2012,93536,509,24974,1751,26047,2042,31222,2271,8566,1390,2727,672,74011,2493,19566,1847,20856,1967,24781,2145,6476,1193,2332,678,8622,1844,1531,699,2827,878,3126,1089,1071,531,67,111,9966,1635,3744,725,2261,613,3159,924,612,425,190,123,784,439,85,96,103,132,142,153,407,353,47,79,153,178,48,77,0,197,14,22,0,197,91,157
6033,31/12/2012,46706,1140,6708,1297,11555,1467,20438,2537,5253,1218,2752,1127,39036,2013,5664,1134,9727,1342,17674,2613,4246,1064,1725,724,3443,1063,604,526,871,448,1761,669,193,289,14,31,3170,1146,429,320,790,560,708,390,700,539,543,550,996,697,11,25,143,178,258,301,114,196,470,425,61,88,0,197,24,47,37,72,0,197,0,197
6037,31/12/2012,6525066,*****,1485303,19247,1347510,16937,1731642,18173,1291751,16377,668860,10823,5722549,18182,1328978,18501,1190734,16068,1522858,17290,1101302,15480,578677,9799,631166,16127,137120,7438,123169,6225,170271,7617,137049,8105,63557,4642,72470,5827,8395,1588,15340,2554,19551,2863,20241,2638,8943,1649,60421,5319,4361,1001,10893,2319,12255,1910,21302,2813,11610,2164,38460,3522,6449,1296,7374,1654,6707,1179,11857,2214,6073,1392
6041,31/12/2012,187610,645,12677,2191,20807,2410,49444,3847,58722,3393,45960,3161,161833,2931,9856,1920,18351,2343,42430,3701,51046,3350,40150,2926,13561,2362,2086,1208,1624,676,3430,1063,3390,1002,3031,1035,8624,1863,644,279,709,311,2702,764,2839,1003,1730,791,1991,722,91,138,0,197,472,278,1070,528,358,290,1601,780,0,197,123,147,410,468,377,262,691,465
6047,31/12/2012,149009,622,48389,3520,39569,3268,42013,3334,12949,2123,6089,1388,127243,2674,40097,3464,33223,2757,37011,3121,11602,1930,5310,1329,15548,2288,6627,1512,4494,1252,2953,948,1057,685,417,387,4690,1309,790,610,1609,774,1878,669,219,226,194,182,1271,684,730,561,243,243,59,84,71,118,168,205,257,239,145,208,0,197,112,116,0,197,0,197
6053,31/12/2012,265340,870,79916,3498,50742,3180,71071,3406,40545,2969,23066,2181,231392,3398,72679,3152,44714,3148,61174,3602,32926,2782,19899,2200,21057,2884,5351,1603,4142,1056,6641,1487,4005,1070,918,384,6383,1307,1634,702,1162,491,1517,448,1180,492,890,405,5115,1332,0,197,514,260,1556,669,1838,675,1207,660,1393,672,252,265,210,221,183,178,596,380,152,127
6055,31/12/2012,94818,478,17347,2595,19599,2146,29176,1892,20015,1625,8681,1244,84006,1967,15570,2511,17020,2098,25649,1878,17773,1575,7994,1218,6685,1305,1194,702,1623,595,2614,700,920,434,334,252,3191,1227,320,323,825,572,606,421,1164,569,276,195,725,422,130,217,96,115,283,245,158,200,58,74,211,198,133,183,35,58,24,40,0,197,19,33
6057,31/12/2012,73598,801,4294,995,15367,1895,30062,2458,16662,2296,7213,1269,65016,1973,3628,988,13799,1788,26533,2228,14077,1925,6979,1299,3592,1033,73,102,939,486,1850,922,730,417,0,197,3218,1376,463,406,472,324,1146,778,903,684,234,203,1635,929,130,99,103,158,477,303,925,769,0,197,137,142,0,197,54,91,56,94,27,48,0,197
6059,31/12/2012,2037907,564,326153,7503,364980,7929,586731,10783,488226,9506,271817,8037,1764342,11205,286924,8247,316124,7607,506205,10908,416528,10117,238561,7891,191744,8967,30654,3278,36307,4276,57583,4489,46508,4430,20692,3261,46124,4949,3652,1182,7590,1671,15844,2694,12669,2032,6369,1172,22939,2959,2240,912,3352,1061,4674,1203,8094,1991,4579,1308,12758,2614,2683,1082,1607,792,2425,908,4427,1386,1616,637
